frame,iso_time,infer_fps,loop_fps,infer_ms,n_obj,bldc_motor,stm32f4,mpu6500,ir_sensor,elco_capacitor,resistor,pin_header,xt30_female
224,2026-06-17T12:35:37.478,5.94,3.74,168.48,6,1,2,1,1,0,0,1,0
225,2026-06-17T12:35:37.770,5.01,3.39,199.7,7,1,1,1,1,0,0,2,1
226,2026-06-17T12:35:38.033,6.06,3.95,165.09,8,2,1,1,1,0,0,2,1
227,2026-06-17T12:35:38.285,5.9,3.85,169.48,8,1,1,1,1,0,0,3,1
228,2026-06-17T12:35:38.571,5.08,3.51,196.95,8,1,1,1,1,0,0,3,1
229,2026-06-17T12:35:38.844,5.22,3.66,191.41,8,1,1,1,1,0,0,3,1
230,2026-06-17T12:35:39.130,5.07,3.54,197.26,9,1,1,1,1,1,0,3,1
231,2026-06-17T12:35:39.425,4.75,3.32,210.31,7,1,1,1,1,0,0,3,0
232,2026-06-17T12:35:39.701,5.41,3.7,184.72,7,1,1,1,1,0,0,3,0
233,2026-06-17T12:35:39.978,5.39,3.55,185.69,9,2,1,1,1,0,0,3,1
234,2026-06-17T12:35:40.269,5.25,3.55,190.62,8,2,1,1,1,0,0,3,0
235,2026-06-17T12:35:40.521,6.21,3.85,160.99,6,1,1,1,1,0,0,2,0
236,2026-06-17T12:35:40.805,5.06,3.52,197.69,9,1,1,1,1,1,0,3,1
237,2026-06-17T12:35:41.094,5.21,3.47,192.04,10,2,1,1,1,1,0,3,1
238,2026-06-17T12:35:41.352,6.4,3.93,156.24,9,1,1,1,1,1,0,3,1
239,2026-06-17T12:35:41.621,5.67,3.67,176.36,8,1,1,1,1,0,0,3,1
240,2026-06-17T12:35:41.905,5.35,3.5,186.93,8,1,1,1,1,0,0,3,1
241,2026-06-17T12:35:42.142,6.94,4.2,144.08,8,1,1,1,1,1,0,2,1
242,2026-06-17T12:35:42.395,6.43,4.06,155.46,9,3,1,1,1,1,0,2,0
243,2026-06-17T12:35:42.720,4.54,3.02,220.05,9,2,1,1,1,1,0,3,0
244,2026-06-17T12:35:42.972,6.09,3.96,164.08,7,2,1,1,1,0,0,2,0
245,2026-06-17T12:35:43.255,5.05,3.56,197.98,7,2,1,1,1,0,0,2,0
246,2026-06-17T12:35:43.538,5.54,3.58,180.63,6,1,1,1,1,0,0,2,0
247,2026-06-17T12:35:43.798,5.78,3.81,173.14,8,2,1,1,1,1,0,2,0
248,2026-06-17T12:35:44.078,5.31,3.52,188.16,7,2,1,1,1,0,0,2,0
249,2026-06-17T12:35:44.321,6.14,4.12,162.8,7,2,1,1,1,0,0,2,0
250,2026-06-17T12:35:44.611,5.15,3.65,194.24,9,3,1,1,1,1,0,2,0
251,2026-06-17T12:35:44.875,5.46,3.58,183.15,8,2,1,1,1,1,0,2,0
252,2026-06-17T12:35:45.129,5.65,3.95,176.87,7,2,1,1,1,0,0,2,0
253,2026-06-17T12:35:45.374,5.96,4.07,167.84,8,2,1,1,1,1,0,2,0
254,2026-06-17T12:35:45.625,6.06,4.11,165.08,8,2,1,1,1,1,0,2,0
255,2026-06-17T12:35:45.854,6.94,4.22,144.16,8,2,1,1,1,1,0,2,0
256,2026-06-17T12:35:46.125,5.42,3.72,184.45,7,2,1,1,1,0,0,2,0
257,2026-06-17T12:35:46.428,4.83,3.32,207.22,8,2,1,1,1,1,0,2,0
258,2026-06-17T12:35:46.738,4.56,3.26,219.14,7,2,1,1,1,0,0,2,0
259,2026-06-17T12:35:46.995,6.0,3.83,166.65,8,2,1,1,1,1,0,2,0
260,2026-06-17T12:35:47.256,5.78,3.83,172.88,8,2,1,1,1,1,0,2,0
261,2026-06-17T12:35:47.523,5.7,3.72,175.5,8,2,1,1,1,1,0,2,0
262,2026-06-17T12:35:47.799,5.37,3.7,186.26,8,2,1,1,1,1,0,2,0
263,2026-06-17T12:35:48.058,5.87,3.8,170.49,8,2,1,1,1,1,0,2,0
264,2026-06-17T12:35:48.301,6.35,4.16,157.53,8,2,1,1,1,1,0,2,0
265,2026-06-17T12:35:48.562,5.44,3.75,183.77,7,2,1,1,1,0,0,2,0
266,2026-06-17T12:35:48.828,5.57,3.85,179.42,8,2,1,1,1,1,0,2,0
267,2026-06-17T12:35:49.064,6.48,4.16,154.39,8,3,1,1,1,0,0,2,0
268,2026-06-17T12:35:49.255,8.8,5.18,113.58,7,2,1,1,1,0,0,2,0
269,2026-06-17T12:35:49.445,8.79,5.29,113.8,7,2,1,1,1,0,0,2,0
270,2026-06-17T12:35:49.671,7.38,4.59,135.48,7,2,1,1,1,0,0,2,0
271,2026-06-17T12:35:49.944,5.23,3.58,191.18,8,2,1,1,1,0,0,3,0
272,2026-06-17T12:35:50.182,6.78,4.2,147.58,8,2,1,1,1,1,0,2,0
273,2026-06-17T12:35:50.435,5.9,3.96,169.57,7,2,1,1,1,0,0,2,0
274,2026-06-17T12:35:50.704,5.62,3.8,177.85,7,2,1,1,1,0,0,2,0
275,2026-06-17T12:35:50.961,6.19,3.82,161.66,7,2,1,1,1,0,0,2,0
276,2026-06-17T12:35:51.208,6.21,4.03,160.91,8,2,1,1,1,1,0,2,0
277,2026-06-17T12:35:51.482,5.37,3.71,186.31,9,3,1,1,1,1,0,2,0
278,2026-06-17T12:35:51.735,6.07,4.01,164.67,8,2,1,1,1,1,0,2,0
279,2026-06-17T12:35:51.985,5.97,3.86,167.57,7,2,1,1,1,0,0,2,0
280,2026-06-17T12:35:52.235,6.04,4.01,165.52,7,2,1,1,1,0,0,2,0
281,2026-06-17T12:35:52.474,6.85,4.18,146.05,8,2,1,1,1,1,0,2,0
282,2026-06-17T12:35:52.809,4.02,3.04,248.5,8,2,1,1,1,1,0,2,0
283,2026-06-17T12:35:53.055,6.16,3.98,162.41,9,2,1,1,1,1,0,3,0
284,2026-06-17T12:35:53.330,5.6,3.67,178.66,8,1,1,1,1,1,0,2,1
285,2026-06-17T12:35:53.616,4.93,3.47,202.72,6,2,1,1,1,1,0,0,0
286,2026-06-17T12:35:53.947,4.4,3.08,227.31,6,2,1,1,1,1,0,0,0
287,2026-06-17T12:35:54.226,5.13,3.51,194.95,5,1,1,1,1,1,0,0,0
288,2026-06-17T12:35:54.492,5.77,3.78,173.28,6,2,1,1,1,1,0,0,0
289,2026-06-17T12:35:54.745,5.76,3.93,173.63,5,2,1,1,1,0,0,0,0
290,2026-06-17T12:35:55.003,6.1,3.99,163.92,6,2,1,1,1,1,0,0,0
