frame,iso_time,infer_fps,loop_fps,infer_ms,n_obj,bldc_motor,stm32f4,mpu6500,ir_sensor,elco_capacitor,resistor,pin_header,xt30_female
141,2026-06-16T07:23:01.274,52.27,13.73,19.13,9,1,1,1,1,1,0,3,1
142,2026-06-16T07:23:01.327,89.8,18.68,11.14,9,1,1,1,1,1,0,3,1
143,2026-06-16T07:23:01.425,51.06,10.24,19.58,9,1,1,1,1,1,0,3,1
144,2026-06-16T07:23:01.474,82.03,20.03,12.19,9,1,1,1,1,1,0,3,1
145,2026-06-16T07:23:01.552,48.88,12.87,20.46,9,1,1,1,1,1,0,3,1
146,2026-06-16T07:23:01.600,90.49,20.99,11.05,9,1,1,1,1,1,0,3,1
147,2026-06-16T07:23:01.682,50.87,12.19,19.66,9,1,1,1,1,1,0,3,1
148,2026-06-16T07:23:01.728,88.94,21.73,11.24,9,1,1,1,1,1,0,3,1
149,2026-06-16T07:23:01.808,87.65,12.42,11.41,9,1,1,1,1,1,0,3,1
150,2026-06-16T07:23:01.881,51.38,13.73,19.46,9,1,1,1,1,1,0,3,1
151,2026-06-16T07:23:01.946,50.43,15.59,19.83,9,1,1,1,1,1,0,3,1
152,2026-06-16T07:23:02.001,85.0,18.15,11.76,9,1,1,1,1,1,0,3,1
153,2026-06-16T07:23:02.073,52.0,13.72,19.23,9,1,1,1,1,1,0,3,1
154,2026-06-16T07:23:02.128,88.25,18.38,11.33,9,1,1,1,1,1,0,3,1
155,2026-06-16T07:23:02.207,90.26,12.52,11.08,9,1,1,1,1,1,0,3,1
156,2026-06-16T07:23:02.280,51.84,13.78,19.29,9,1,1,1,1,1,0,3,1
157,2026-06-16T07:23:02.337,87.69,17.93,11.4,9,1,1,1,1,1,0,3,1
158,2026-06-16T07:23:02.398,89.86,16.0,11.13,9,1,1,1,1,1,0,3,1
159,2026-06-16T07:23:02.466,83.23,14.78,12.02,9,1,1,1,1,1,0,3,1
160,2026-06-16T07:23:02.528,90.11,16.31,11.1,9,1,1,1,1,1,0,3,1
161,2026-06-16T07:23:02.617,51.4,11.17,19.46,9,1,1,1,1,1,0,3,1
162,2026-06-16T07:23:02.689,50.04,14.0,19.99,9,1,1,1,1,1,0,3,1
163,2026-06-16T07:23:02.745,52.73,17.76,18.96,9,1,1,1,1,1,0,3,1
164,2026-06-16T07:23:02.818,50.53,13.67,19.79,9,1,1,1,1,1,0,3,1
165,2026-06-16T07:23:02.873,50.96,17.91,19.62,9,1,1,1,1,1,0,3,1
166,2026-06-16T07:23:02.947,49.43,13.63,20.23,9,1,1,1,1,1,0,3,1
167,2026-06-16T07:23:03.006,89.39,16.82,11.19,9,1,1,1,1,1,0,3,1
168,2026-06-16T07:23:03.076,81.14,14.61,12.32,9,1,1,1,1,1,0,3,1
169,2026-06-16T07:23:03.135,89.13,16.61,11.22,9,1,1,1,1,1,0,3,1
170,2026-06-16T07:23:03.199,86.51,15.86,11.56,9,1,1,1,1,1,0,3,1
171,2026-06-16T07:23:03.265,89.27,15.08,11.2,9,1,1,1,1,1,0,3,1
172,2026-06-16T07:23:03.334,52.13,14.31,19.18,8,1,1,1,1,0,0,3,1
173,2026-06-16T07:23:03.406,89.39,13.83,11.19,8,1,1,1,1,0,0,3,1
174,2026-06-16T07:23:03.472,89.89,15.52,11.13,9,1,1,1,1,1,0,3,1
175,2026-06-16T07:23:03.536,88.79,15.33,11.26,9,1,1,1,1,1,0,3,1
176,2026-06-16T07:23:03.609,51.31,13.75,19.49,8,1,1,1,1,0,0,3,1
177,2026-06-16T07:23:03.665,85.75,18.09,11.66,8,1,1,1,1,0,0,3,1
178,2026-06-16T07:23:03.729,81.66,15.46,12.25,8,1,1,1,1,0,0,3,1
179,2026-06-16T07:23:03.808,84.29,12.65,11.86,9,1,1,1,1,1,0,3,1
